年分,月份,縣市別,鄉鎮別,性別,戶數,人口數
113,2,苗栗縣,造橋鄉,男,4188,6177
113,2,苗栗縣,造橋鄉,女,4188,5412
113,2,苗栗縣,三灣鄉,男,2274,3259
113,2,苗栗縣,三灣鄉,女,2274,2690
113,2,苗栗縣,獅潭鄉,男,1722,2229
113,2,苗栗縣,獅潭鄉,女,1722,1845
113,2,苗栗縣,泰安鄉,男,1979,3043
113,2,苗栗縣,泰安鄉,女,1979,2583
113,2,彰化縣,總計,男,406775,626874
113,2,彰化縣,總計,女,406775,609635
113,2,彰化縣,彰化市,男,79605,110680
113,2,彰化縣,彰化市,女,79605,114959
113,2,彰化縣,員林市,男,42445,60502
113,2,彰化縣,員林市,女,42445,62375
113,2,彰化縣,鹿港鎮,男,25857,42725
113,2,彰化縣,鹿港鎮,女,25857,41753
113,2,彰化縣,和美鎮,男,28171,44701
113,2,彰化縣,和美鎮,女,28171,43246
113,2,彰化縣,北斗鎮,男,11480,16632
113,2,彰化縣,北斗鎮,女,11480,16624
113,2,彰化縣,溪湖鎮,男,17239,27173
113,2,彰化縣,溪湖鎮,女,17239,26599
113,2,彰化縣,田中鎮,男,13592,20015
113,2,彰化縣,田中鎮,女,13592,19202
113,2,彰化縣,二林鎮,男,15706,24481
113,2,彰化縣,二林鎮,女,15706,23251
113,2,彰化縣,線西鄉,男,4647,8328
113,2,彰化縣,線西鄉,女,4647,7869
113,2,彰化縣,伸港鄉,男,11295,19294
113,2,彰化縣,伸港鄉,女,11295,19181
113,2,彰化縣,福興鄉,男,13552,23502
113,2,彰化縣,福興鄉,女,13552,21573
113,2,彰化縣,秀水鄉,男,11494,19588
113,2,彰化縣,秀水鄉,女,11494,18499
113,2,彰化縣,花壇鄉,男,14702,22480
113,2,彰化縣,花壇鄉,女,14702,21377
113,2,彰化縣,芬園鄉,男,6873,11597
113,2,彰化縣,芬園鄉,女,6873,10519
113,2,彰化縣,大村鄉,男,12544,20281
113,2,彰化縣,大村鄉,女,12544,19713
113,2,彰化縣,埔鹽鄉,男,9453,16224
113,2,彰化縣,埔鹽鄉,女,9453,14732
113,2,彰化縣,埔心鄉,男,11289,17236
113,2,彰化縣,埔心鄉,女,11289,16320
113,2,彰化縣,永靖鄉,男,11353,18151
113,2,彰化縣,永靖鄉,女,11353,16965
113,2,彰化縣,社頭鄉,男,13554,21206
113,2,彰化縣,社頭鄉,女,13554,20120
113,2,彰化縣,二水鄉,男,5285,7275
113,2,彰化縣,二水鄉,女,5285,6536
113,2,彰化縣,田尾鄉,男,8350,13363
113,2,彰化縣,田尾鄉,女,8350,12468
113,2,彰化縣,埤頭鄉,男,9233,14886
113,2,彰化縣,埤頭鄉,女,9233,13997
113,2,彰化縣,芳苑鄉,男,10172,16420
113,2,彰化縣,芳苑鄉,女,10172,14601
113,2,彰化縣,大城鄉,男,5071,8049
113,2,彰化縣,大城鄉,女,5071,6885
113,2,彰化縣,竹塘鄉,男,4590,7458
113,2,彰化縣,竹塘鄉,女,4590,6798
113,2,彰化縣,溪州鄉,男,9223,14627
113,2,彰化縣,溪州鄉,女,9223,13473
113,2,南投縣,總計,男,180752,242543
113,2,南投縣,總計,女,180752,233737
113,2,南投縣,南投市,男,36180,48461
113,2,南投縣,南投市,女,36180,48982
113,2,南投縣,埔里鎮,男,29282,38044
113,2,南投縣,埔里鎮,女,29282,38867
113,2,南投縣,草屯鎮,男,35037,48652
113,2,南投縣,草屯鎮,女,35037,48481
113,2,南投縣,竹山鎮,男,20349,26103
113,2,南投縣,竹山鎮,女,20349,25178
113,2,南投縣,集集鎮,男,4187,5178
113,2,南投縣,集集鎮,女,4187,4716
113,2,南投縣,名間鄉,男,12641,18796
113,2,南投縣,名間鄉,女,12641,16872
113,2,南投縣,鹿谷鄉,男,7768,8583
113,2,南投縣,鹿谷鄉,女,7768,7509
113,2,南投縣,中寮鄉,男,5498,7373
113,2,南投縣,中寮鄉,女,5498,6109
113,2,南投縣,魚池鄉,男,5652,7693
113,2,南投縣,魚池鄉,女,5652,6961
113,2,南投縣,國姓鄉,男,7016,9074
113,2,南投縣,國姓鄉,女,7016,7700
113,2,南投縣,水里鄉,男,7014,8407
113,2,南投縣,水里鄉,女,7014,7616
113,2,南投縣,信義鄉,男,5260,8187
113,2,南投縣,信義鄉,女,5260,7174
113,2,南投縣,仁愛鄉,男,4868,7992
113,2,南投縣,仁愛鄉,女,4868,7572
113,2,雲林縣,總計,男,247324,339717
113,2,雲林縣,總計,女,247324,319641
113,2,雲林縣,斗六市,男,40906,53455
113,2,雲林縣,斗六市,女,40906,54899
113,2,雲林縣,斗南鎮,男,16648,21918
113,2,雲林縣,斗南鎮,女,16648,21383
113,2,雲林縣,虎尾鎮,男,27003,35372
113,2,雲林縣,虎尾鎮,女,27003,35086
113,2,雲林縣,西螺鎮,男,15469,22326
113,2,雲林縣,西螺鎮,女,15469,22175
113,2,雲林縣,土庫鎮,男,9766,14314
113,2,雲林縣,土庫鎮,女,9766,13199
113,2,雲林縣,北港鎮,男,16129,19340
113,2,雲林縣,北港鎮,女,16129,18211
113,2,雲林縣,古坑鄉,男,11530,15608
113,2,雲林縣,古坑鄉,女,11530,14235
113,2,雲林縣,大埤鄉,男,6644,9465
113,2,雲林縣,大埤鄉,女,6644,8436
113,2,雲林縣,莿桐鄉,男,9496,14222
113,2,雲林縣,莿桐鄉,女,9496,13131
113,2,雲林縣,林內鄉,男,6070,8690
113,2,雲林縣,林內鄉,女,6070,7949
113,2,雲林縣,二崙鄉,男,8937,13266
113,2,雲林縣,二崙鄉,女,8937,11557
113,2,雲林縣,崙背鄉,男,8665,12033
113,2,雲林縣,崙背鄉,女,8665,10778
113,2,雲林縣,麥寮鄉,男,15624,24470
113,2,雲林縣,麥寮鄉,女,15624,25020
113,2,雲林縣,東勢鄉,男,5693,7400
113,2,雲林縣,東勢鄉,女,5693,5963
113,2,雲林縣,褒忠鄉,男,4442,6367
113,2,雲林縣,褒忠鄉,女,4442,5502
113,2,雲林縣,臺西鄉,男,8365,11595
113,2,雲林縣,臺西鄉,女,8365,10115
113,2,雲林縣,元長鄉,男,8966,12728
113,2,雲林縣,元長鄉,女,8966,10565
113,2,雲林縣,四湖鄉,男,8425,11460
113,2,雲林縣,四湖鄉,女,8425,9512
113,2,雲林縣,口湖鄉,男,9162,13287
113,2,雲林縣,口湖鄉,女,9162,11646
113,2,雲林縣,水林鄉,男,9384,12401
113,2,雲林縣,水林鄉,女,9384,10279
113,2,嘉義縣,總計,男,186395,250263
113,2,嘉義縣,總計,女,186395,233218
113,2,嘉義縣,太保市,男,14516,19909
113,2,嘉義縣,太保市,女,14516,19414
113,2,嘉義縣,朴子市,男,16138,20383
113,2,嘉義縣,朴子市,女,16138,20222
113,2,嘉義縣,布袋鎮,男,9630,12489
113,2,嘉義縣,布袋鎮,女,9630,12037
113,2,嘉義縣,大林鎮,男,11666,15093
113,2,嘉義縣,大林鎮,女,11666,14678
113,2,嘉義縣,民雄鄉,男,26567,35676
113,2,嘉義縣,民雄鄉,女,26567,34494
113,2,嘉義縣,溪口鄉,男,5193,7056
113,2,嘉義縣,溪口鄉,女,5193,6128
113,2,嘉義縣,新港鄉,男,10879,15823
113,2,嘉義縣,新港鄉,女,10879,14169
113,2,嘉義縣,六腳鄉,男,8549,11072
113,2,嘉義縣,六腳鄉,女,8549,9748
113,2,嘉義縣,東石鄉,男,8877,11992
113,2,嘉義縣,東石鄉,女,8877,10661
113,2,嘉義縣,義竹鄉,男,7011,8635
113,2,嘉義縣,義竹鄉,女,7011,7917
113,2,嘉義縣,鹿草鄉,男,5758,7627
113,2,嘉義縣,鹿草鄉,女,5758,6489
113,2,嘉義縣,水上鄉,男,18802,24589
113,2,嘉義縣,水上鄉,女,18802,23066
113,2,嘉義縣,中埔鄉,男,16289,22054
113,2,嘉義縣,中埔鄉,女,16289,20551
113,2,嘉義縣,竹崎鄉,男,11744,17655
113,2,嘉義縣,竹崎鄉,女,11744,15554
113,2,嘉義縣,梅山鄉,男,6766,9427
113,2,嘉義縣,梅山鄉,女,6766,8330
113,2,嘉義縣,番路鄉,男,4248,5783
113,2,嘉義縣,番路鄉,女,4248,5042
113,2,嘉義縣,大埔鄉,男,1911,2243
113,2,嘉義縣,大埔鄉,女,1911,2187
113,2,嘉義縣,阿里山鄉,男,1851,2757
113,2,嘉義縣,阿里山鄉,女,1851,2531
113,2,屏東縣,總計,男,298062,402240
113,2,屏東縣,總計,女,298062,391719
113,2,屏東縣,屏東市,男,76594,94712
113,2,屏東縣,屏東市,女,76594,98851
113,2,屏東縣,潮州鎮,男,20921,26359
113,2,屏東縣,潮州鎮,女,20921,26979
113,2,屏東縣,東港鎮,男,17686,23058
113,2,屏東縣,東港鎮,女,17686,22914
113,2,屏東縣,恆春鎮,男,12090,15050
113,2,屏東縣,恆春鎮,女,12090,14652
113,2,屏東縣,萬丹鄉,男,16190,25419
113,2,屏東縣,萬丹鄉,女,16190,23834
113,2,屏東縣,長治鄉,男,10837,15018
113,2,屏東縣,長治鄉,女,10837,14159
113,2,屏東縣,麟洛鄉,男,4088,5396
113,2,屏東縣,麟洛鄉,女,4088,5152
113,2,屏東縣,九如鄉,男,7566,11063
113,2,屏東縣,九如鄉,女,7566,10568
113,2,屏東縣,里港鄉,男,8528,12885
113,2,屏東縣,里港鄉,女,8528,12697
113,2,屏東縣,鹽埔鄉,男,8048,12380
113,2,屏東縣,鹽埔鄉,女,8048,11498
113,2,屏東縣,高樹鄉,男,9040,11967
113,2,屏東縣,高樹鄉,女,9040,10720
113,2,屏東縣,萬巒鄉,男,6659,10025
113,2,屏東縣,萬巒鄉,女,6659,9192
113,2,屏東縣,內埔鄉,男,19686,26863
113,2,屏東縣,內埔鄉,女,19686,25641
113,2,屏東縣,竹田鄉,男,5692,8355
113,2,屏東縣,竹田鄉,女,5692,7402
113,2,屏東縣,新埤鄉,男,3468,4913
113,2,屏東縣,新埤鄉,女,3468,4383
113,2,屏東縣,枋寮鄉,男,8745,11739
113,2,屏東縣,枋寮鄉,女,8745,10978
113,2,屏東縣,新園鄉,男,11999,16878
113,2,屏東縣,新園鄉,女,11999,15723
113,2,屏東縣,崁頂鄉,男,4660,7621
113,2,屏東縣,崁頂鄉,女,4660,7588
113,2,屏東縣,林邊鄉,男,6567,8330
113,2,屏東縣,林邊鄉,女,6567,8052
113,2,屏東縣,南州鄉,男,3821,5012
113,2,屏東縣,南州鄉,女,3821,4832
113,2,屏東縣,佳冬鄉,男,6951,9185
113,2,屏東縣,佳冬鄉,女,6951,8653
113,2,屏東縣,琉球鄉,男,4979,6644
113,2,屏東縣,琉球鄉,女,4979,5629
113,2,屏東縣,車城鄉,男,3537,4295
113,2,屏東縣,車城鄉,女,3537,3707
113,2,屏東縣,滿州鄉,男,2999,3890
113,2,屏東縣,滿州鄉,女,2999,3306
113,2,屏東縣,枋山鄉,男,2009,2602
113,2,屏東縣,枋山鄉,女,2009,2403
113,2,屏東縣,三地門鄉,男,2430,3853
113,2,屏東縣,三地門鄉,女,2430,3864
113,2,屏東縣,霧臺鄉,男,1112,1663
113,2,屏東縣,霧臺鄉,女,1112,1603
113,2,屏東縣,瑪家鄉,男,2182,3381
113,2,屏東縣,瑪家鄉,女,2182,3361
113,2,屏東縣,泰武鄉,男,1485,2722
113,2,屏東縣,泰武鄉,女,1485,2566
113,2,屏東縣,來義鄉,男,2319,3676
113,2,屏東縣,來義鄉,女,2319,3693
113,2,屏東縣,春日鄉,男,1491,2471
113,2,屏東縣,春日鄉,女,1491,2416
113,2,屏東縣,獅子鄉,男,1638,2448
113,2,屏東縣,獅子鄉,女,1638,2320
113,2,屏東縣,牡丹鄉,男,2045,2367
113,2,屏東縣,牡丹鄉,女,2045,2383
113,2,臺東縣,總計,男,84724,107745
113,2,臺東縣,總計,女,84724,103516
113,2,臺東縣,臺東市,男,41270,51042
113,2,臺東縣,臺東市,女,41270,52283
113,2,臺東縣,成功鎮,男,5385,6848
113,2,臺東縣,成功鎮,女,5385,6191
113,2,臺東縣,關山鎮,男,3172,4128
113,2,臺東縣,關山鎮,女,3172,3904
113,2,臺東縣,卑南鄉,男,6875,8664
113,2,臺東縣,卑南鄉,女,6875,7903
113,2,臺東縣,大武鄉,男,2472,2901
113,2,臺東縣,大武鄉,女,2472,2640
113,2,臺東縣,太麻里鄉,男,4834,5621
113,2,臺東縣,太麻里鄉,女,4834,5030
113,2,臺東縣,東河鄉,男,3619,4289
113,2,臺東縣,東河鄉,女,3619,3604
113,2,臺東縣,長濱鄉,男,2887,3686
113,2,臺東縣,長濱鄉,女,2887,2941
113,2,臺東縣,鹿野鄉,男,2991,3769
113,2,臺東縣,鹿野鄉,女,2991,3395
113,2,臺東縣,池上鄉,男,3146,4005
113,2,臺東縣,池上鄉,女,3146,3814
113,2,臺東縣,綠島鄉,男,1256,2341
113,2,臺東縣,綠島鄉,女,1256,2020
113,2,臺東縣,延平鄉,男,1073,1849
113,2,臺東縣,延平鄉,女,1073,1711
113,2,臺東縣,海端鄉,男,1096,2248
113,2,臺東縣,海端鄉,女,1096,2027
113,2,臺東縣,達仁鄉,男,1440,1844
113,2,臺東縣,達仁鄉,女,1440,1574
113,2,臺東縣,金峰鄉,男,1216,1873
113,2,臺東縣,金峰鄉,女,1216,1847
113,2,臺東縣,蘭嶼鄉,男,1992,2637
113,2,臺東縣,蘭嶼鄉,女,1992,2632
113,2,花蓮縣,總計,男,128886,159365
113,2,花蓮縣,總計,女,128886,157665
113,2,花蓮縣,花蓮市,男,41967,47363
113,2,花蓮縣,花蓮市,女,41967,51562
113,2,花蓮縣,鳳林鎮,男,4327,5371
113,2,花蓮縣,鳳林鎮,女,4327,5015
113,2,花蓮縣,玉里鎮,男,8842,11533
113,2,花蓮縣,玉里鎮,女,8842,10420
113,2,花蓮縣,新城鄉,男,8412,10269
113,2,花蓮縣,新城鄉,女,8412,10025
113,2,花蓮縣,吉安鄉,男,33576,41331
113,2,花蓮縣,吉安鄉,女,33576,41857
113,2,花蓮縣,壽豐鄉,男,7382,8947
113,2,花蓮縣,壽豐鄉,女,7382,7948
113,2,花蓮縣,光復鄉,男,4913,6176
113,2,花蓮縣,光復鄉,女,4913,5507
113,2,花蓮縣,豐濱鄉,男,1678,2351
113,2,花蓮縣,豐濱鄉,女,1678,1844
113,2,花蓮縣,瑞穗鄉,男,4708,5736
113,2,花蓮縣,瑞穗鄉,女,4708,4990
113,2,花蓮縣,富里鄉,男,3995,5145
113,2,花蓮縣,富里鄉,女,3995,4443
113,2,花蓮縣,秀林鄉,男,5233,8733
113,2,花蓮縣,秀林鄉,女,5233,8406
113,2,花蓮縣,萬榮鄉,男,2125,3191
113,2,花蓮縣,萬榮鄉,女,2125,2905
113,2,花蓮縣,卓溪鄉,男,1728,3219
113,2,花蓮縣,卓溪鄉,女,1728,2743
113,2,澎湖縣,總計,男,43308,55166
113,2,澎湖縣,總計,女,43308,52557
113,2,澎湖縣,馬公市,男,26437,32422
113,2,澎湖縣,馬公市,女,26437,31548
113,2,澎湖縣,湖西鄉,男,6508,8413
113,2,澎湖縣,湖西鄉,女,6508,7649
113,2,澎湖縣,白沙鄉,男,3669,5185
113,2,澎湖縣,白沙鄉,女,3669,4917
113,2,澎湖縣,西嶼鄉,男,3136,4222
113,2,澎湖縣,西嶼鄉,女,3136,4038
113,2,澎湖縣,望安鄉,男,2039,2926
113,2,澎湖縣,望安鄉,女,2039,2486
113,2,澎湖縣,七美鄉,男,1519,1998
113,2,澎湖縣,七美鄉,女,1519,1919
113,2,基隆市,總計,男,159382,179923
113,2,基隆市,總計,女,159382,182029
113,2,基隆市,中正區,男,23698,25572
113,2,基隆市,中正區,女,23698,25113
113,2,基隆市,七堵區,男,22367,26325
113,2,基隆市,七堵區,女,22367,26426
113,2,基隆市,暖暖區,男,16487,19133
113,2,基隆市,暖暖區,女,16487,19288
113,2,基隆市,仁愛區,男,18922,20166
113,2,基隆市,仁愛區,女,18922,20901
113,2,基隆市,中山區,男,19841,22931
113,2,基隆市,中山區,女,19841,22409
113,2,基隆市,安樂區,男,34666,39534
113,2,基隆市,安樂區,女,34666,40828
113,2,基隆市,信義區,男,23401,26262
113,2,基隆市,信義區,女,23401,27064
113,2,新竹市,總計,男,179777,225380
113,2,新竹市,總計,女,179777,231310
113,2,新竹市,東　區,男,87890,110477
113,2,新竹市,東　區,女,87890,113538
113,2,新竹市,北　區,男,62287,74941
113,2,新竹市,北　區,女,62287,78824
113,2,新竹市,香山區,男,29600,39962
113,2,新竹市,香山區,女,29600,38948
113,2,嘉義市,總計,男,103415,126486
113,2,嘉義市,總計,女,103415,136837
113,2,嘉義市,東　區,男,46616,56090
113,2,嘉義市,東　區,女,46616,61750
113,2,嘉義市,西　區,男,56799,70396
113,2,嘉義市,西　區,女,56799,75087
113,2,金門縣,總計,男,43881,71527
113,2,金門縣,總計,女,43881,72614
113,2,金門縣,金城鎮,男,13408,21435
113,2,金門縣,金城鎮,女,13408,21736
113,2,金門縣,金湖鎮,男,9890,15528
113,2,金門縣,金湖鎮,女,9890,15698
113,2,金門縣,金沙鎮,男,6693,10225
113,2,金門縣,金沙鎮,女,6693,10616
113,2,金門縣,金寧鄉,男,10461,17711
113,2,金門縣,金寧鄉,女,10461,17803
113,2,金門縣,烈嶼鄉,男,3297,6288
113,2,金門縣,烈嶼鄉,女,3297,6443
113,2,金門縣,烏坵鄉,男,132,340
113,2,金門縣,烏坵鄉,女,132,318
113,2,連江縣,總計,男,3722,8067
113,2,連江縣,總計,女,3722,5938
113,2,連江縣,南竿鄉,男,2085,4376
113,2,連江縣,南竿鄉,女,2085,3457
113,2,連江縣,北竿鄉,男,930,1768
113,2,連江縣,北竿鄉,女,930,1329
113,2,連江縣,莒光鄉,男,343,943
113,2,連江縣,莒光鄉,女,343,562
113,2,連江縣,東引鄉,男,364,980
113,2,連江縣,東引鄉,女,364,590
